No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
1022,4,Updated Gen-Ed-150-items.pdf,Pag-aaral ng mga tuntunin kung paano inaayos ang mga salita sa loob ng pangungusap.,Semantika,Syntax,Pragmatika,Ortograpiya,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1023,4,Updated Gen-Ed-150-items.pdf,The menace of drugs has affected the Philippine economy greatly. Which of these drugs are found most destructive to one’s brain?,opium,marijuana,methyl salicylate,cocaine,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1024,4,Updated Gen-Ed-150-items.pdf,Which of the following factors contribute to an increase in human population? I. Immigration II. Emigration III. Natality IV. Mortality,III and IV,II and III,I only,I and III,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 447.
1025,4,Updated Gen-Ed-150-items.pdf,"Three liquids A, B, C were studied in a laboratory. Liquid A was found to float over B and",Densest and most viscous,Densest and least viscous,Least dense and most viscous,Least dense and least viscous,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 439.
1026,4,Updated Gen-Ed-150-items.pdf,Which of the following statements represents a physical change?,An antacid tablet forms bubbles when dissolve in water.,A flashlight beam slowly gets dimmer and finally dies out over time.,The lawn grows thicker every day because fertilizers were added into the soil.,Frozen mango juice melted when left standing at room temperature for 30 minutes.,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 440.
1027,4,Updated Gen-Ed-150-items.pdf,Which of the following examples best illustrates application of Boyle’s Law?,A tire becomes harder as more air is pumped into it.,A sealed aerosol can explode when thrown into a fire.,A balloon expands and bursts when exposed to direct sunlight.,A scuba diver stops at certain depth as he ascends to the ocean’s surface.,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 438.
1028,4,Updated Gen-Ed-150-items.pdf,Which of the following sentences about greenhouse effect is INCORRECT?,Greenhouse gases trap heat in the atmosphere which are returned to the earth’s surface.,Greenhouse effect is important in maintaining the temperature of the earth.,Greenhouse effect is due to gases that absorb the green region of light from the sun.,Greenhouse effect increases the overall surface temperature of the earth.,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 444.
1029,4,Updated Gen-Ed-150-items.pdf,Which situation shows that technology can be used to motivate students to learn?,Teacher Eric employs educational games related to the lesson they are taking.,Miss Cleo designs lessons which use cooperative learning with technology integration.,Mr. Jimmy utilizes computer assisted instruction programs so that students will learn at their own pace.,Teacher Sarah assigns projects to her class where self- expression and creativity is acknowledged.,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 496.
1030,4,Updated Gen-Ed-150-items.pdf,"As an insular country, to which principle does the Philippines adhere when it comes to territorial boundary?",Two hundred nautical miles of the country’s coast,Three hundred fifty nautical miles from shore,Three-mile territorial limit,Archipelagic doctrine,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 490.
1031,4,Updated Gen-Ed-150-items.pdf,A methodology widely used for developing new training programs.,Microsoft,World Wide Web,Instructional Systems Design,Computer Technology,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 499.
1032,4,Updated Gen-Ed-150-items.pdf,The following are our constitutional rights EXCEPT to,Free access to legal assistance which shall not be denied due to poverty,Have access to all records of the government,Be presumed innocent until proven guilty,Form association and labor unions LICENSURE EXAMINATION FOR TEACHERS (LET) MARCH 2023 GENERAL EDUCATION QUESTIONS (TARA REVIEW! LET Reviewer Philippines – LPT),,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 494.
1033,5,Updated Gen-Ed-150-items.pdf,Which of the following is not a benefit of technology in education?,improves critical-thinking abilities,unlimited access to games and other internet sites,allows cooperative thinking,increases self-expression,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 495.
1034,5,Updated Gen-Ed-150-items.pdf,He is considered as the “Father of Modern Media in Education”.,Jean Piaget,F. Skinner,,Edgar Dale,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 497.
1035,5,Updated Gen-Ed-150-items.pdf,This is considered to be the first manual data processing device developed in China in the 12th century,Hieroglyphics,Papyrus,Printing Press,Abacus,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 500.
1036,5,Updated Gen-Ed-150-items.pdf,How is the so-called colonial mentality manifested?,cultural relativism,cultural diversity,xenocentrism,ethnocentrism,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 477.
1037,5,Updated Gen-Ed-150-items.pdf,Who among the Presidents changed the date of our celebration of Independence Day from July 4 to June 12?,Ramon Magsaysay,Diosdado Macapagal,Carlos Garcia,Ferdinand Marcos,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 486.
1038,5,Updated Gen-Ed-150-items.pdf,Which Katipunan member commuted from Cavite to Manila to buy materials used to make ammunitions?,Teresa Magbanua,Agueda Esteban,Teodora Alonso,Trinidad Tecson,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 475.
1039,5,Updated Gen-Ed-150-items.pdf,The theory that population increases by geometrical ratio while the means of subsistence increases by arithmetical ration is attributed to?,Karl Marx,Robert Malthus,Emile Durkheim,Aristotle,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1040,5,Updated Gen-Ed-150-items.pdf,"With the opposition of the parity rights in mind, who does NOT belong to the group?",Claro M. Recto,Jose Laurel,Manuel Roxas,Pedro Taruc,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 484.
1041,5,Updated Gen-Ed-150-items.pdf,What factor was a major cause of both World War I and World War II?,The spread of Marxian ideas into Europe,The dropping of atomic bombs,Nationalism and national borders,The rise of totalitarian fascist states,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 465.
1042,5,Updated Gen-Ed-150-items.pdf,In which continent can we find stormy Cape Horn which is known as the graveyard of ships and sailors?,Africa,Australia,South America,Asia,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 480.
1043,5,Updated Gen-Ed-150-items.pdf,In which poem did Rizal write about offering one’s life for one’s country?,A La Juventad Filipina,Song of Maria Clara,Sa Aking mga Kabata,Mi Ultimo Adios,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 488.
1044,5,Updated Gen-Ed-150-items.pdf,The term that refers to the class of Filipinos who were free and independent.,Timawa,Maharlika,Aliping namamahay,Aliping saguiguilid,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 472.
1045,5,Updated Gen-Ed-150-items.pdf,Nebuchadnezzar was to the Babylonian Empire as Asoka was to the ____ Empire.,Roman,Gupta,Greek,Maurya,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 483.
1046,5,Updated Gen-Ed-150-items.pdf,Those are probably the ______ blankets in the store.,least fancy,fanciest,most fanciest,most fancy,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1047,5,Updated Gen-Ed-150-items.pdf,"Shakespeare once said, “My honor is my life, both grow as one, take honor from me and my life is gone.” What is the correct interpretation for this?",His life is determined by his honor.,He values honor as much as life.,He prefers honor instead of life.,He values life before honor.,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
