No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
808,91,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Over population resulting from high fertility and low mortality most likely will result in __________.,,,women having more involvement in social structures outside the family,,the population becoming younger,,shortages in the labor force,,more successful poverty reduction programs,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
809,92,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,One of the Definitive trends today is women's political empowerment. Which are indicators of political women empowerment? I. General legislations have been enacted such as Anti-Sexual Harassment Act. II. The proportion of women elected to various positions is on an upswing. III. The women outnumber the men in the teaching profession. IV. International summits or conferences include women and gender issues among the priority development agenda.,,,"I, II, III",,"II, III, IV",,"I, III, IV",,"I, II, IV",,,,A,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
810,93,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,A research conducted by International Labor Organization found out that women-headed households are more vulnerable to poverty. This can be attributed to the following factors EXCEPT ________.,,,women must combine earning an income with this household,,women have limited access to the labor market and narrow range of technical skills,,women are weaker,,"women have less to land, capital, and technology.",,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
811,94,9-10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,In the field of education which one is a positive trend in the Philippines?,,,Oversubscription in higher education courses like teacher education and commerce,,"Prioritization of ""poorest to the poor"" provinces",,Universalization of basic education,,Virtual absence of new technologies in classroom Get more Free LET Reviewers @ www.teachpinas.com,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
812,95,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"U.S. President Barack Obama remarked that ""immigration is in America's DNA."" What did he mean?",,,He welcomes ethnic diversity,,He supports a literal immigration system,,He pledges new immigration policies,,He confirms that America is a melting pot,,,,A,,LET Secondary,Social Studies,Statistics,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
813,96,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What hinder foreign and local investments?,,,Peace and order,,Natural disasters and political conflict,,Poverty incidence,,Inequality of social and economic development,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
814,97,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What was the basis of John Dewey's commitment to naturalism?,,,James' naturalistic psychology,,Darwin's theory of evolution,,Hegelian idealism,,"Peirce philosophical theory Read the test below, then answer questions 8 and 9. Anthropologically speaking, we are living in a money culture. Its cult and rites dominate... our laws and politics and the incidence of human association depend upon a novel combination of the machine and money.... John Dewey",,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
815,98,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What socio-economic aspect is referred to by Dewey?,,,Progressivism,,Pragmatism,,Industrialism,,Materialism,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
816,99,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"The text refers to people, society, and culture affecting ___________ factors.",,,social,,political,,educational,,spiritual,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
817,100,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Philippine society has turned secular away from culture of Hispanic religiosity? What does this prove?,,,Culture is not static.,,Culture is secular,,Culture is not deeply rooted,,Culture is folkloric,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
818,101,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What influence made Filipinos today use utensils and not eat with their hands?,,,Hygienic need,,Chinese tradition,,American influence,,Fast food culture,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
819,102,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which can explain why the Ten Commandments are always observed?,,,Ten Commandments are a myth.,,Mores are observed as they satisfy needs.,,Observance is for the religious only.,,Mores are difficult to follow.,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
820,103,10,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which can serve as explanation as to why people feel guilty in not observing Church mores?,,,We are human. (tao lamang),,People are onion-skinned,,Filipinos are religious by nature,,Guilt is central to religious belief.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
821,104,10-11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Culturally, why are state laws against killing similar to religious mores?",,,It is universal law not to kill.,,Laws can grow out of folkways and mores.,,Killing is a gruesome act.,,Lawmakers are religious. Get more Free LET Reviewers @ www.teachpinas.com,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
822,105,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which can be one reason why it is difficult to pass the divorce law in the Philippines?,,,It does not reflect old folkways and mores.,,The Philippines is a patriarchal society.,,Filipinos love family and children.,,Divorce is expensive due to alimony.,,,,A,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
823,106,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Why do fads, fashion, craze easily come and go?",,,People change a lot.,,"We go with trends to stay ""in"".",,Keep in step or lose the rain.,,Some norms are short-lived.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
824,107,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Why do men no longer wear bell- bottom pants and women the saya't baro?,,,People prefer ready-to-wear clothes.,,People keep abreast with style.,,These are convenient to wear.,,These are economical.,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
825,108,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Why are awards like TOTM and TOWN necessary?,,,Award-giving is for vested interests.,,Publicity helps the giver.,,Rewards ensure norms are followed.,,Awards are tax deductible.,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
826,109,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Why are the Japanese honest, orderly and respectful?",,,Belief that their emperor is a god,,Closeness to nature and virtue,,Dominant cultural behavior,,Repentance for past misdeeds,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
827,110,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What is the best method for values inculcation?,,,Orientation,,Modeling,,Reflection,,Drills,,,,C,,LET Secondary,Social Studies,Teaching Strategies,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
828,111,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"If you take a position of cultural relativism, which one do you observe?",,,Imposing culture change as an outsider,,Respect for all cultural differences,,Condoning instances mass suicide,,Show ethnocentrism,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
829,112,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,According to anthropologists from whom should change of practice come?,,,from within a culture,,from outside a culture,,from religious leaders,,from educational leaders,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
830,113,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"With rapid globalization and tough business competition, Filipino business orientations are becoming more:",,,fatalistic,,personal,,manipulative,,traditional,,,,C,,LET Secondary,Filipino,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
831,114,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,With industrialization a must possible future Philippines political cultural scenario if without interventions shall be: I. erosive of family value II. physical dislocation of families III. preference to foreign ways and tastes IV. insurgency,,,"III, IV",,"II, III",,"I, II",,"I, IV",,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
832,115,11,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"During the Marcos regime, what shift in form of government was made that introduced the new positions of a prime minister and single legislative body of assemblymen?",,,Constitutional,,Federal,,Parliamentary,,Welfare state,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
833,116,11-12,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which constitutional safeguard exists such that the executive can turn Get more Free LET Reviewers @ www.teachpinas.com down legislative measures and Congress can move to remove the President.,,,Check-and-balance,,Boycott,,Veto power,,Welfare state,,,,A,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
834,117,12,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which privilege gives any person in the Philippines to be bodily presented in court for charges of a crime for which he has right of counsel ad trial?,,,ex-post facto law,,writ of habeas corpus,,fourth amendment,,writ of habeas data,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
835,118,12,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Which state gave the Philippines the first recognition as an independent republic that was formally inaugurated during World War II?,,,China,,United States,,Japan,,Spain,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
836,119,12,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"During the Hispanic era, who can directly check abuses of the governor general and cause immediate punishment of corrupt Spanish officials?",,,Visitator or investigating officer,,Viceroy of Mexico,,Spanish friars,,Royal Audiencia,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
