No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
6766,25,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Ito sy tumutukoy sa bilang ng pantig ng tula.,,,sukat,,linya,,saknong,,taludtod,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6767,26,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Jenny BEATS AROUND THE BUSH when asked about her crush. The expression in capital letters means,,,feels insulted,,feels proud,,avoids the topic,,reveals a secret,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6768,27,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,“I am the unfortunate grain of wheat that fell on stony ground at sowing time”. This is an example of?,,,Euphemism,,Personification,,Metaphor,,Understatement,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6769,28,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,He is known for his pen name Mark Twain.,,,Newt Scamander,,Samuel Clemens,,Geoffrey Chaucer,,William Shakespeare,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6770,29,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Which of the following is not a literary work of William Shakespeare?,,,Hamlet,,Macbeth,,The Odyssey,,King Lear,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6771,30,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Who is the author of the book “Pride and Prejudice”?,,,Leo Tolstoy,,Jane Austen,,Homer,,Lewis Caroll,,,,,,Both,General Education,Reading Comprehension,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6772,31,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"The set of the play “Hamlet”, which was written by William Shakespeare, is in ________.",,,Denmark,,England,,France,,Italy,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6773,32,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Natutulog na ______ mahimbing si Layla ______ dumating ang kanyang ama galing sa trabaho.,,,nang - nang,,nang - ng,,ng - nang,,ng - ng,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6774,33,3-4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"When the little girl pulled the book, ___ fell on ____ foot.",,,it - her,,its - her,,it’s - her,,it - hers 4 | LET REVIEWER UNIVERSITY,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6775,34,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Anong tawag sa paraan na ang huling ponemang patinig ng salitang ugat ay nawawala sa paghuhulapi nito.,,,Metatesis,,Pagkakaltas ng Ponema,,Pagpapalit ng Ponema,,Paglilipat Diin,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6776,35,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"What is the 14th term in the sequence: -10, -7, -4, -1, 2, 5, 8, _______?",,,29,,30,,31,,32,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6777,36,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Sinong Pilipinong manunulat ang tinaguriang “Ama ng Zarzuelang Tagalog”?,,,Severino Reyes,,N.V.M. Gonzalez,,Lope K. Santos,,Nick Joaquin,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6778,37,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Twice the measure of an angle is 15 less than its complementary. Find the angle.,,,25º,,30º,,20º,,35º,,,,,,Both,General Education,Geometry,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6779,38,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Siya ang tinaguriang “Ama ng Pamahayagang Tagalog”.,,,Pascual Poblete,,Leon Ma. Guerrero,,Francisco Arcellana,,Nick Joaquin,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6780,39,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,SAPANTAHA ng kanilang mga magulang ay mayroon silang relasyon sa isa’t isa.,,,imahinasyon,,hinuha,,kinatatakutan,,plano,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6781,40,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Tulad ng mga bihag ay mga hayop na may TANIKALA sa mga paa.,,,tali,,kadena,,lubid,,pako,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6782,41,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,The part of a cell which contains the cell’s genetic material and control the cell’s activities.,,,Cytoplasm,,Chromosome,,Vacuole,,Nucleus,,,,,,Both,General Education,Biology,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6783,42,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Ang “dehydration” ay isang sakit na madaling lunasan _______ ito ay nakamamatay kung di maagapan.,,,dahil,,ngunit,,sapagkat,,bakit,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6784,43,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"What is/are the mode of the given set: 12, 15, 10,12, 15, 12, 19, 13, 17, 16.",,,12,,12 and 13,,12 and 15,,"12, 13, and 15",,,,,,Both,General Education,Statistics,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6785,44,4,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Paraan ng pagtutugma na kung saan ang mga salita ay nagtatapos sa patinig.,,,Sukat,,Assonance,,Cossonance,,Saknong,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6786,45,4-5,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,One side of a regular nonagon is 12 cm. Find its perimeter. 5 | LET REVIEWER UNIVERSITY,,,72 cm,,96 cm,,84 cm,,108 cm,,,,,,Both,General Education,Geometry,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6787,46,5,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Anong teorya ng wika ang nagsasabing ang wika ay nilikha bunga ng masidhing damdamin ng tao?,,,Ding-Dong,,Pooh-Pooh,,Yoheho,,Bow-Wow,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6788,47,5,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,The measure of the hypothenuse of a right triangle with legs measuring 3cm and 4cm is ________.,,,5cm,,6cm,,7cm,,8cm,,,,,,Both,General Education,Geometry,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
