No.,Source PDF,Source Path,Original No.,Page,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Topic Slug,Difficulty,Has Image,Image Reference,Image Path,Status,Notes
148,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,27,39,Urbane peopleare appaled by rude behavious.,well-mannered,ill-mannered,modern,rich,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Synonyms. Could not uniquely map red answer text: a. well-mannered b. c. d. sub_topic:vocabulary
149,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,28,39,Clowns are never vapid but the sick usually are.,lively and energetic,lacking spirit and liveliness,clumsy,funny,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
150,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,29,39,The client was asked to verify the veracity of the statement of accounts issued.,accuracy,dis cr ep an c y redundancy,mistake,,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Synonyms. Missing one or more A-D choices. Could not uniquely map red answer text: a. accuracy b. redundancy c. d. sub_topic:vocabulary
151,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,30,39,Dentists believe that babies should be weaned from feeding bottles as soon as possible to prevent malformation of the infant’s erupting teeth.,get used to,develop hatred for,free from dependence,make more dependent,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
152,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,31,39-40,Some people believe that Balete Drive is haunted because a wraith of a woman’s appears there.,shadow,statue,reflection,ghost,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
153,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,32,40,She looks unkempt with her wavy coarse hair falling freely behind her back.,pretty,neat,prim and proper,untidy,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
154,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,33,40,"The room is topsy-turvy , as if a hurricane just passed through.",disorderly,d estr o yed,orderly,clean,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Synonyms. Could not uniquely map red answer text: a. disorderly b. c. d. sub_topic:vocabulary
155,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,34,40,Sherlock Holmes is a famous sleuth.,adventurer,scientist,detective,criminal,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
156,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,35,40,Mindy runmaged through the chest of old clothes for something usable to donate.,searched thourgh,wandered through,passed through,scattered,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Synonyms. Could not uniquely map red answer text: a. searched thourgh b. c. d. sub_topic:vocabulary
157,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,36,40-41,Only a ruffian could do such a heinous act of killing a helpless child. a. an insane person b. a brutal person c. a lovable person a confused person,,,,,,,,Both,Verbal Ability,vocabulary,2,No,,,Incomplete,Synonyms. Could not parse four answer choices. sub_topic:vocabulary
158,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,37,41,"To augment the policemen’s incom, the government allowed them to take parttime jobs.",increase,contribute,limit,remove,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Synonyms. Could not uniquely map red answer text: a. increase b. c. d. sub_topic:vocabulary
159,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,38,41,A person’s reputation is very important so be very careful not to calumniate anybody.,embarass,abuse,tease,slander,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
160,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,39,41,The footprints were effaced when the floor was mopped.,printed,erased,deformed,developed,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
161,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,40,41-42,The plane overshot the runway and landed on a ditch.,passed through,passed by,went beyond,did not reach,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Synonyms. sub_topic:vocabulary
162,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,1,42,Hanna accompanied her sister to the drugstore.,followed,letgoonone’s own,left behind,stopped,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Antonyms. sub_topic:vocabulary
163,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,2,42,Beside the boulevard are gigantic buildings.,alley,str eet,avenue,road,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. alley b. c. d. sub_topic:vocabulary
164,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,3,42,He often got into trouble because he was brusque.,blunt,rude,refined,curt,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Antonyms. sub_topic:vocabulary
165,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,4,42,The reporter’s candid remarks caught the mayoralty candidate off-guard.,secret,frank,well-thought,reserved,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary,2,No,,,Ready for Upload,Antonyms. sub_topic:vocabulary
166,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,5,42-43,The mean boys derided the sickly boy. a. made fun of b. ridiculed pr ai se d c. abandoned,,,,,,,,Both,Verbal Ability,vocabulary,2,No,,,Incomplete,Antonyms. Could not parse four answer choices. sub_topic:vocabulary
167,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,6,43,Charm was ecstatic when she won first prize in the short story writing contest.,melancholic,overjoyed,worried,energetic,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. melancholic b. c. d. sub_topic:vocabulary
168,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,7,43,Migraine headaches are excruciating.,extremely painful,mild pain,painless,healing,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. c. painless d. sub_topic:vocabulary
169,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,8,43,The quiz proved to be facile so the students got high scores.,difficult,easy,average,answerable,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. difficult b. c. d. sub_topic:vocabulary
170,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,9,43,The garrulous girls were distanced from each other.,mute,talkative,behaved,quiet,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. c. d. quiet sub_topic:vocabulary
171,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,10,43-44,The heathens used to practice cannibalism.,uncivilized people,barbaric people,old people,,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Missing one or more A-D choices. Could not uniquely map red answer text: a. b. c. d.cultured people sub_topic:vocabulary
172,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,11,44,Keep on believing that physical disability is not a hindrance to success.,block,stepping stone,opportunity,difficulty,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. stepping stone c. d. sub_topic:vocabulary
173,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,12,44,Never operate a machine once you are inebriated.,sober,drunk,sleepy,active,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. sober b. c. d. sub_topic:vocabulary
174,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,13,44,The people inveighed against the sharp increase in oil prices.,admitted,amended,accepted,deliberated,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. c. accepted d. sub_topic:vocabulary
175,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,14,44,Some people believe that breaking a mirror is a jinx.,bad luck,evil,expensive,good luck,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. c. d. good luck sub_topic:vocabulary
176,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,15,44,The players were confused when the kibitzers suddenly butted-in during the team’s huddle.,advisers,spectators,onlookers,crowd,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. advisers b. c. d. sub_topic:vocabulary
177,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,16,45,The lanky lad stood out among the average-sized students. a. fierce-looking b. gigantic c. short and stout tall and thin,,,,,,,,Both,Verbal Ability,vocabulary,2,No,,,Incomplete,Antonyms. Could not parse four answer choices. sub_topic:vocabulary
178,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,17,45,The sickly dog was given a lethal dose of morphine tablets.,fatal,safe,deadly,nasty,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. safe c. d. sub_topic:vocabulary
179,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,18,45,Heinous criminals are truly loathsome. repugnant,foul,adorable,nasty,,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Missing one or more A-D choices. Could not uniquely map red answer text: a. b. adorable c. d. sub_topic:vocabulary
180,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,19,45,We listened attentively to the mellifluous sound produced by the Philippine Philharmonic Orchestra.,harsh,resonant,melodious,mellow,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. harsh b. c. d. sub_topic:vocabulary
181,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,20,45,The free medical and dental checkup conducted by the AFP Group is just a proof of their munificence.,commitment,generosity,extravagance,stingingness,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Could not uniquely map red answer text: a. b. c. d. stingingness sub_topic:vocabulary
182,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,21,45-46,Justice calls for penalizing nefarious acts.,honorable,d et estab l e,infamous,,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Missing one or more A-D choices. Could not uniquely map red answer text: a. honorable b. c. d. sub_topic:vocabulary
183,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,22,46,The Avanti Reviewer Books are noteworthy materials.,remarkable,substantial trivial,significant,,,,,Both,Verbal Ability,vocabulary,2,No,,,Needs Answer,Antonyms. Missing one or more A-D choices. Could not uniquely map red answer text: a. b. trivial c. d. sub_topic:vocabulary
