No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
633,60,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Donate,,,Take,,Steal,,Let,,Give,,,,A,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.75,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
634,61,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which has an odd-sounding word in the following group of words?,,,Maintain,,Domain,,Contain,,Mountain,,,,D,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
635,62,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Discern the semantic similarities in the following items by identifying the sentences with a different meaning.,,,He paid almost thirty thousand pesos for his new personal computer.,,His new personal computer cost a little less than thirty thousand pesos.,,"At thirty thousand pesos, his personal computer was expensive.",,The new personal computer he bought cost him about thirsty thousand pesos.,,,,C,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
636,63,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which word is supposed to be stressed when speaker means that the robber may have taken some jewelry?,,,I didn‟t say he stole the money.,,I didn’t say he stole the money.,,I didn‟t say he stole the money.,,I didn‟t say he stole the money.,,,,C,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
637,64,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,How many morphemes are there in transportation?,,,1,,2,,3,,4,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
638,65,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which of the following sentences is done in acceptable English?,,,Maria cleaned the table up.,,Maria is eager to talk to.,,That Maria dances well surprises me.,,Maria desires you to go.,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
639,66,10,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which is the correct and preferred sentence?,,,I offered the visitor a meal that was hungry.,,I offered a meal to the visitor who was hungry.,,"I offered for the consumption of the visitor, a meal.",,A meal was offered by me to the hungry visitor.,,,,B,,LET Secondary,English,Grammar,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
640,67,10-11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which was the closest meaning of the root word philanthropist? lOMoARcPSD|44591872 License_Sure ENGLISH MAJOR LET REVIEWER VOLUME 1 L I C E N S U R E E X A M I N A T I O N f o r T E A C H E R S Page 10,,,Physician,,Benevolent,,Philosopher,,Artist,,,,B,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
641,68,11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Where should the modifier - weighing 150 pounds be placed in the following sentences? The robber was described as a tall man with a heavy mustache.,,,The robber weighing 150 pounds was described as a tall man with a heavy mustache.,,The robber was described as a tall man with a heavy mustache weighing 150 pounds.,,The robber was described as a tall man with a heavy weighing 150 pounds mustache.,,The robber was described weighing 150 pounds as a tall man with a heavy mustache.,,,,A,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
642,69,11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which is the free morpheme in the word examination?,,,exam,,in,,am,,tion,,,,A,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
643,70,11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Which is the appropriate homonym for blew in the following sentence? Then wind blew the rain clouds away, leaving a clear ______ sky.",,,blow,,blue,,blows,,dark,,,,B,,LET Secondary,English,Grammar,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
644,71,11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Select the sentence that has the modifier placed correctly. Emotional intelligence, which emerged a decade ago, includes the abilities to, motivate yourself and persist in the face of frustrations.",,,"Emotional intelligence, which emerged a decade ago, includes the abilities to motivate yourself and persist in the face of frustrations.",,"Emotional intelligence includes the abilities to motivate yourself and persist in the face of frustrations, which emerged a decade ago.",,"Which emerged a decade ago, emotional intelligence includes the abilities to motivate yourself and persist in the face of frustrations.",,"Emotional intelligence includes the abilities to motivate yourself, which emerged a decade ago, and persist in the face of frustrations.",,,,A,,LET Secondary,English,Grammar,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
645,72,11,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Which of the best ending for the following sentence? Pupils are required to be in their classrooms by 8:00 am each morning, Hence, ____________.",,,Pupils have their wrist watches.,,Pupils coming late will be punished accordingly.,,Pupils are intelligent.,,Pupils are supposed to be trained to be punctual at an early age.,,,,B,,LET Secondary,English,Grammar,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
646,73,11-12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which is the following words that contain the word “th” /ð/ sound?,,,Thoughtful,,Thermometer,,Thinkers,,Therefore lOMoARcPSD|44591872 License_Sure ENGLISH MAJOR LET REVIEWER VOLUME 1 L I C E N S U R E E X A M I N A T I O N f o r T E A C H E R S Page 11,,,,D,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
647,74,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which sentence is punctuated correctly?,,,"In that college, you have to take the following courses: four years of English, three years of math, three years of social studies, and three years of science.",,"In that college, you have to take the following courses; four years of English, three years of math, three years of social studies, and three years of science.",,"In that college, you have to take the following courses. Four years of English, three years of math, three years of social studies, and three years of science.",,"In that college, you have to take the following courses, four years of English, three years of math, three years of social studies, and three years of science.",,,,A,,LET Secondary,English,Grammar,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
648,75,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Select the words that best complete the following sentence. ______, with repeated rejections of her novel, Isabel _______ to submit her manuscript to other to other publisher.",,,Inspired… complied,,Elated… planned,,Encouraged… refused,,Undaunted… continued,,,,D,,LET Secondary,English,Grammar,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
649,76,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Given below are some of the contributions of theoretical linguistics to language teaching EXCEPT ONE. Which is the EXCEPTION?,,,Changing views and theories of language of language teaching,,"Different technical terms like phoneme, morpheme, hyponymy, etc.",,Pronouncing words and transcribing sounds like IPA,,Different approaches to language teaching,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
650,77,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,All the options below EXCEPT ONE are some of the contributions of applied linguistics to language teaching. Which IS NOT?,,,"How to develop the macro-language skills of listening, speaking, reading, etc.",,Ideas about learning styles of students and materials production,,"Learning strategies, principles of test construction, and conducting classroom research",,Relationships between and among sentences in a text,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
651,78,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Good instructional materials produce satisfactory results only if the teacher _______.,,,is creative and has pleasant presentation techniques,,uses them in teaching lessons that s/he has not fully mastered,,allows students to manipulate during her presentation,,is knowledgeable of developments and principles underlying those materials,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
652,79,12,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,Which situation BEST assures that the good findings of linguistics will reach the end users?,,,Linguists publish their research findings without delay.,,Schools encourage increased efforts to conduct classroom research.,,Current findings are disseminated during paper presentations.,,Teachers pick up and put to good use findings of linguistics in their language.,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
653,80,12-13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,What attitude needs to be maintained by language teachers about the feelings of linguistics?,,,Knowledge is constantly changing; take them with a grain of salt.,,Findings are permanent foundations; memorize them for future application.,,Many research findings spring from careless research procedures; be choosy and selective.,,Knowledge is in a continuous state of flux; be open to new developments and give them a try. lOMoARcPSD|44591872 License_Sure ENGLISH MAJOR LET REVIEWER VOLUME 1 L I C E N S U R E E X A M I N A T I O N f o r T E A C H E R S Page 12,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
654,81,13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"In the machine of language teaching and language learning, who appears to be the most important cog?",,,The linguist,,The learner,,The researcher,,The teacher,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
655,82,13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"You are the classroom English teacher of Gracia, a new language learner who has no knowledge of English whatsoever. Which of the following contributions of linguistics will be most helpful to you to teach her successful?",,,The perfection of your articulation and oral proficiency in the English language,,Your knowledge and skill in grammatical analysis,,Your knowledge of linguistically sound language teaching materials,,"The reshaping of your view, attitude and concept of language and language learning",,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
656,83,13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Genre analysis, macro analysis, macro-discourse patterns, text analysis, micro-discourse analysis are concept developments in linguistics. Which list of authors would you consult to know more about them?",,,"Michael Hoey, Winifred Crombie, John Swales, and Trimble",,"Svardik, Geoffrey Leech, Celce-Murcia and Terence Odlin",,"John Austin, John Searle, and Dell Hymes",,"John Austin, Winifred Crombie, John Swales, and Trimble",,,,A,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
657,84,13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Pedagogical grammar, collocational grammar, ergative verbs, semantic grammar are concept developments in linguistics. Which list of authors would you call to consult to know more about them?",,,"John Austin, John Searle, and Dell Hymes",,"Michael Hoey, Winifred Crombie, John Swales, and Trimble",,"Svardik, Geoffrey Leech, Celce-Murcia and Terence Odlin",,"John Austin, John Searle, and Dell Hymes, Terence Odlin",,,,C,,LET Secondary,English,Grammar,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
658,85,13,3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ESSENTIAL NOTES & DRILLS/3. LORIMAR - ENGLISH SPECIALIZATION (BOOK 1).pdf,"Conversational analysis, gambit, adjacency pairs, speech act theory are concept developments in linguistics. Which list of authors would you consult to know more about them?",,,"John Austin, John Searle, and Dell Hymes",,"Michael Hoey, Winifred Crombie, John Swales, and Trimble",,"Svardik, Geoffrey Leech, Celce-Murcia and Terence Odlin",,"John Austin, John Searle, and Dell Hymes, Svardik",,,,A,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary English major source. Correct answer sourced from detected answer key section.
