No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
178,110,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,Why does a bullet when discharged into the air eventually fall to the ground ? This is due to the Law of C,,,Universal Gravitation C,,Applied Force C,,Inertia C,,Action and Reaction .,,,,,,Both,General Education,Government,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
179,111,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,How many ways can a committee of people be selected from a group of people ? C,,,35 C,,70 C,,140 C,,210 C,,none of these,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
180,112,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,A tightly coiled spring demonstrates ? C,,,Steam energy C,,Kinetic energy C,,Potential energy C,,Chemical energy,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
181,113,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,What is the difference between the largest - digit number and the smallest - digit number ? C,,,8999 C,,8000 C,,9998 C,,8888 C,,none of these,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
182,114,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,"Below is an excerpt from John F. Kennedy's "" Inaugural Address . "" In your hands , my fellow citizens , more than mine , will rest the final success or failure of our course . Since this country as founded , each generation of Americans has been summoned to give testimony to its national loyalty . The graves of young Americans into answered the call to service surround the globe . Now the trumpet summons us again - not as a call to bear arms , though , arms we need , not as a call to battle , though embattled we are ; but a call to bear the burden of a long twilight struggle , year in and year out , rejoicing in hope , patient in tribulation , a , struggle against the common enemies of man : tyranny , poverty , disease , and war itself . Can we forge against these enemies a grand and global alliance , North and South , East and West , that can assure a more fruitful life for all mankind ? Will you join me in this historic effort ? In the long history of the world , only a few generations have been granted the role of defending freedom in its hour of maximum danger . I do not shrink from this responsibility ; I welcome it I do not believe that any of us would exchange places with any other people or any other generation . The energy , the faith , the devotion which we bring to this endeavor will light our country and all who serve it , and the glow from that fire can truly light the world . And so , my fellow Americans , ask not what your country can do for you ; ask what you can do for your country . My Fellow citizens of the world ask not what America will do for you , but what together we can do for the freedom of man . One of the purposes of the speech is to motivate listeners to C",,,serve their country C,,enlist in the armed forces C,,prepare themselves for battle C,,preserve the right to bear arms .,,,,,,Both,General Education,Physics,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item. Visual-reference language was detected; manually review the Office source for possible embedded images.
183,115,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,"Below is the poem written by Edgar Lee Masters in : What Happened to Tom Merritt ? At first I suspected something She acted so calm and absent - minded . And one day I heard the back door shut , As I entered the front , and I saw him slink Back of the smoke house into the lot , And across the field . And I meant to kill him on sight . But that day , walking near Fourth Bridge , Without a stick or a stone at hand , All of a sudden I saw him standing , Scared to death , holding his rabbits , And all I could say was , Don't , Don't , Don't , As he aimed and fired at my heart . Who is the speaker of this poem ? C",,,Tom Merritt C,,Merritt's wife C,,God C,,The sheriff,,,,,,Both,General Education,Needs Review,Cannot Determine,No,108,0.72,Duplicate,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item. Visual-reference language was detected; manually review the Office source for possible embedded images. Duplicate or near-duplicate of row 108.
184,116,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,"What do the following lines CONVEY ? Midnight , not a sound from the pavement . Has the moon lost her memory ? She is smiling alone . In the lamp light the withered leaves Collect at my feet And the wind begins to moan C",,,Confusion C,,Optimism C,,Loneliness C,,Eagerness,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
185,117,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,Why did the register of deeds charge Lucio Cruz registration fee the instrument relative to his loan ? C,,,"His loan was Php30,000.00 C",,"His loan was Php60,000.00 C",,"His loan was Php50,000.00 C",,"His loan was Php40,000.00",,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item.
186,118,Office,A. Gen-Ed-Set-A-A-Questionaire.docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. Gen-Ed-Set-A-A-Questionaire.docx,"The poem below is entitledSuburban Prophecywhich is written by Howard Nemerov . On Saturday , the power - mowers ' whine Begins the morning . Over this neighbourhood Rises the keening , petulant voice , begin Green oily teeth to chatter and munch the cud . Monsters , crawling the carpets of the world , Still send from underground against your blades The roots of things battalions green and curled And tender , that will match your blades with blades Till the revolted throats shall strangle on . The tickle of their dead , till straws shall break Crankshafts like camels , and the sun go down . On dinosaurs in swamps . A night attack Follows and by the time the Sabbath dawns All armored beasts are eaten by their lawns . The poet's use of words such as whine , voice , teeth , chatter and munch is to suggest that the power - mowers are O",,,very powerful C,,alive C,,like cows C,,green,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. No answer key or embedded answer was matched for this item. Visual-reference language was detected; manually review the Office source for possible embedded images.
187,945,Office,A. PROFESSIONAL-EDUCATION-PRACTICE-DRILLS-1 (10).docx,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/B. BEED&BSED LET DRILLS & BOOSTER-/A. PROFESSIONAL-EDUCATION-PRACTICE-DRILLS-1 (10).docx,What control process of retaining information is referred to? Chunking,,,An effective distracter,,A plausible distracter,,A vague distracter,,"An ineffective distracter The Thematic Appreciation Test is an example of a (an) _ _. Self-report technique Projective technique Interest inventory Socio-metric technique The following are features of the Restructure Basic Education Curriculum, except: Increased time for tasks to gain mastery of competencies Interdisciplinary modes of teaching Greater emphasis on content, less on the learning process Stronger integration of competencies and values, across the learning area The free public elementary and secondary education in the country is in the line with the government effort to address educational problems of . access and equity relevance and quality effectiveness and efficiency productivity The task of setting up routine activities for effective classroom management as a task that a teacher should undertake _ . on the very first day of school every day at the start of the session every homeroom day as soon as the students have adjusted on their schedule Teacher Honey uses direct instruction strategy. Which will she first do? Independent practice Guided student practice Review the previous day’s work Presenting and structuring Teacher Janice observes cleanliness and order in her classroom to create a conductive atmosphere for learning. On which theory is her practice based? Behaviorism Psychoanalysis Gestalt psychology Humanistic psychology Which activity is meant for kinesthetically intelligent pupils? Independent study Individualized study Pantomime Cooperative learning With which will the existentialist agree? The school is a place where individuals . Listen and accept what the teacher say Can meet to pursue dialogue and discussion about their lives and choices Can observe by using their senses to the maximum Can reflect on ideas Which will be the most authentic assessment tool for an instructional objective on working with and relating to people? Writing articles on working and relating to people Organizing a community project Home visitation Conducting mock election Which physical arrangement of chairs contributes to effective classroom management? Sticks to the traditional chair arrangement in the classroom Distinguishes teacher from students Makes it easier to clean the room Enhances classroom interaction Each teacher said to be a trustee of cultural and educational heritage of the nation and under obligation to transmit to learners such heritage. Which practice makes him fulfill such obligation? Use of the latest instructional technology Study of the life of Filipino heroes Use of interactive teaching strategies Observing continuing professional education Under which type of guidance service does the concern of schools to put students into their most appropriate courses fall? Individual inventory service Research service Placement service Information service Conducting follow up studies of graduates and drop out is a guidanceservice that falls under: Placement services Research service Individual inventory services Counseling service Under which assumption is portfolio assessment based? Assessment should stress the reproduction of knowledge An individual learner is adequately characterized by a test score An individual learner is inadequately characterized by a test score Portfolio assessment is dynamic assessment Which program was adopted to provide universal access to basic education to eradicate illiteracy? Values educational framework Education for all “Paaralan sa bawat barangay” Science and Education Development Plan Which schools are subject to supervision, regulation and control by the state? Public, Private sectarian and Non-sectarian Sectarian and non-sectarian school Private school Public schools 918. Here is a score distribution: 98, 93, 93, 93, 90, 88, 87, 85, 85, 85, 70, 51, 34, 34, 34, 20, 18, 15, 12, 9, 8, 6, 3, what is the characteristic of the score distribution? Bimodal Trimodal Skewed to the right No discernible pattern What do the school campus expression “promdi” and barriotic” indicate? The powerlessness of the poor The power of the rich Low literacy rate of the country The prevalence of ethnocentrism Why is babyhood referred to as a “critical period” in personally development? Because . The foundation is laid upon in which the adult personally structure will be built The baby is exposed to many physical and psychological hazards The brain grows and develops as such accelerated rate during babyhood Changes in the personality pattern take place Billy, a grade 1 pupil is asked, “Why do you pray every day?” Billy answer. “Mommy said so.” Based on Kohlberg’s theory, in which moral development stage is Billy? Pre-Conventional level Conventional level Between conventional and post conventional levels Post-Conventional level If you plan to develop a lesson on using s-verb with the third person singular as subject deductively, what is the first step in your lesson development outline? Give sentences using s-verb form Ask the students about s-verb form and third person singular as subject State the rule on subject-verb agreement for third person as subject Conduct appropriate sentence drill For lesson clarity and effective retention, which one should a teacher observes, according to Bruner’s theory? Start at the concrete level and end there Begin teaching at the concrete level but go beyond it by reaching the abstract End teaching with verbal symbol Use purely verbal symbols in teaching The criterion of success in Teacher Edna’s objective is that “the pupils must be able to spell 90% of the words correctly.” Linda and other 24 students in the class spelled only 40 out of 50 words correctly while the rest scored and above. This means that Teacher Edna _ . Did not attain her lesson objective because of the pupil’s lack of attention Attained her lesson objective because of the pupil’s lack of attention Attained her lesson objective Failed to attain her lesson objective as far as the pupils are concerned 925. Which is true when standard deviation is big? Scores are concentrated Scores are not extremes Scores are spread apart The bell curve shape is steep Theft of school equipment like TV, computer, etc. by teenagers in the community itself is becoming a common phenomenon. What does this incident signify? Deprivation of Filipino schools Inability of school to hire security guards Prevalence of poverty in the community Community’s lack of sense of co-ownership What does extreme authoritarianism in the home reinforce in learners? Creativity in work Ability to direct themselves Doing things on their own initiative Dependence on others for direction The main purpose of compulsory study of the constitutionis to . Make constitutional experts of the students Develop students into responsible, thinking citizens Prepare students for law-making Acquaint students with the historical development of the Philippine Constitution Studies in the areas of neurosciences disclosed that the human brain has limitless capacity. What does this imply? Every child is a potential genius Pupils can possibly reach a point where they have learned everything Some pupils are admitted not capable of learning Every pupil has his its own native ability and his learning is limited to this native ability 930. The principle of individual differences requiresteachers to _. Treat all learners alike while in the classroom Prepare modules for slow learners in class Give greater attention to gifted learners Provide for a variety of learning activities Which assumption underlines the teacher’s use of performance objectives? Performance objectives assure the learner of learning Learning is defined as a change in the learner’s observable performance The success of learners is based on teacher performance Not every form of learning is observable Which is/are sign/s of the student with Attention Deficit Disorder? Impatient while waiting for his/her turn during games Completes work before shifting to another Excessively quiet Cares for his/her personal things You observe that pupils answer even when not called, shouts MA’AM to get your attention, and laugh when someone commits mistakes. What should you do? Send the misbehaving pupils to the guidance counselor Set the rules for the class to observe Involve the whole class in setting rules of conduct for the whole class Make a report to the parents about their children’s misbehavior Which seating arrangement has been proven to be effective for learning? Flexible to suit varied activities Fixed arrangement to maximize instructional time Any seat arrangement to suit varied learning styles A combination of fixed and flexible arrangement Which can run counter to the encouragement you give to your students to ask questions? Eye to eye contact An encouraging hand gesture Radiant face Knitted eyebrows when a question is raised Teacher Lenny demonstrated to the class how to focus the microscope, after which the students were asked to practice. Which teacher prompting is least intrusive?Teacher Lenny _. Held the hand of a student and with her hand holding the student’s hand adjusted themirror Pointed to the mirror and made an adjusting gesture with her hand Adjusted the mirror Reminded the class to first adjust the mirror Which educational trend is occurring in all modern societies as a result of knowledge explosion and rapid social, technological and economic changes? Nuclear education International education Lifelong learning Team teaching With the advent of multi-media resources and computers, which is the most favorable result of the optimal use of educational media technology? Interactive learning Increase learning Speed learning More interesting learning Which refers to the Filipino trait of practicing conflicting values in different venues and with different social groups? “Kanya-kanya” mentality Procrastination Existential intelligence Crab mentality Which of these can measure awareness of values? Projective techniques Rating scales Moral dilemmas Sociogram Which test determines whether students accept responsibility for their own behavior or pass on responsibility for their own behavior to other people? Locus-of-control tests Sentence-completion tests Thematic tests Stylistic tests Which process enhances the comparability of grades? Giving more Higher Order thinking skills Constructing departmentalized exam for each subject area Determining the level of difficulty of the test Using a table of specification Under which type of guidance service does the concern of school to put students into their most appropriate courses fall? Information service Placement service Individual inventory services Research services The teacher’s role in the classroom according to cognitive psychologistis to _. Make the learning task easy for the learner Dictate what to learn upon the learner Fill the minds of the learner with information Help the learner connect what they know with new information from the teacher",,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Source is an Office document; page number is unavailable from text extraction. Answer key exists in source text but this item was not matched confidently.
